oa11,Final_Rurality,FundingStreamEligibilty
E00133204,Both,BOTH
E00133205,Both,BOTH
E00133206,Both,BOTH
E00133207,Both,BOTH
E00133208,Both,BOTH
E00133209,Both,BOTH
E00133210,Both,BOTH
E00133211,Both,BOTH
E00133212,Both,BOTH
E00133213,Both,BOTH
E00133214,Both,BOTH
E00133215,Both,BOTH
E00133216,Both,BOTH
E00133217,Both,BOTH
E00133218,Both,BOTH
E00133219,Both,BOTH
E00133220,Both,BOTH
E00133223,Both,BOTH
E00133224,Both,BOTH
E00133225,Both,BOTH
E00133226,Both,BOTH
E00133227,Both,BOTH
E00133228,Both,BOTH
E00133229,Both,BOTH
E00133230,Both,BOTH
E00133231,Both,BOTH
E00133232,Both,BOTH
E00133235,Both,BOTH
E00133236,Both,BOTH
E00133237,Both,BOTH
E00133238,Both,BOTH
E00133239,Both,BOTH
E00133240,Both,BOTH
E00133241,Both,BOTH
E00133242,Both,BOTH
E00133243,Both,BOTH
E00133244,Rural,NotUCEF
E00133245,Rural,NotUCEF
E00133246,Rural,NotUCEF
E00133247,Rural,NotUCEF
E00133248,Rural,NotUCEF
E00133249,Rural,NotUCEF
E00133250,Rural,NotUCEF
E00133251,Rural,NotUCEF
E00133252,Rural,NotUCEF
E00133253,Rural,NotUCEF
E00133254,Rural,NotUCEF
E00133255,Rural,NotUCEF
E00133256,Rural,NotUCEF
E00133258,Rural,NotUCEF
E00133259,Rural,NotUCEF
E00133260,Rural,NotUCEF
E00133261,Rural,NotUCEF
E00133262,Rural,NotUCEF
E00133263,Rural,NotUCEF
E00133264,Rural,NotUCEF
E00133265,Rural,NotUCEF
E00133266,Rural,NotUCEF
E00133267,Rural,NotUCEF
E00133268,Rural,NotUCEF
E00133269,Rural,NotUCEF
E00133270,Rural,NotUCEF
E00133271,Rural,NotUCEF
E00133272,Rural,NotUCEF
E00133273,Rural,NotUCEF
E00133274,Rural,NotUCEF
E00133275,Rural,NotUCEF
E00133276,Rural,NotUCEF
E00133277,Rural,NotUCEF
E00133278,Rural,NotUCEF
E00133279,Rural,NotUCEF
E00133280,Rural,NotUCEF
E00133281,Rural,NotUCEF
E00133282,Rural,NotUCEF
E00133283,Rural,NotUCEF
E00133284,Rural,NotUCEF
E00133285,Rural,NotUCEF
E00133286,Rural,NotUCEF
E00133287,Rural,NotUCEF
E00133288,Rural,NotUCEF
E00133289,Rural,NotUCEF
E00133290,Rural,NotUCEF
E00133291,Rural,NotUCEF
E00133292,Rural,NotUCEF
E00133293,Rural,NotUCEF
E00133294,Rural,NotUCEF
E00133295,Rural,NotUCEF
E00133296,Rural,NotUCEF
E00133297,Rural,NotUCEF
E00133298,Rural,NotUCEF
E00133299,Rural,NotUCEF
E00133300,Rural,NotUCEF
E00133301,Rural,NotUCEF
E00133302,Rural,NotUCEF
E00133303,Rural,NotUCEF
E00133304,Rural,NotUCEF
E00133305,Rural,NotUCEF
E00133306,Rural,NotUCEF
E00133307,Rural,NotUCEF
E00133308,Rural,NotUCEF
E00133309,Rural,NotUCEF
E00133310,Rural,NotUCEF
E00133311,Rural,NotUCEF
E00133312,Rural,NotUCEF
E00133313,Rural,NotUCEF
E00133314,Rural,NotUCEF
E00133315,Rural,NotUCEF
E00133316,Rural,NotUCEF
E00133317,Rural,NotUCEF
E00133318,Rural,NotUCEF
E00133319,Rural,NotUCEF
E00133320,Rural,NotUCEF
E00133321,Rural,NotUCEF
E00133322,Rural,NotUCEF
E00133323,Rural,NotUCEF
E00133324,Rural,NotUCEF
E00133325,Rural,NotUCEF
E00133326,Rural,NotUCEF
E00133327,Rural,NotUCEF
E00133328,Rural,NotUCEF
E00133329,Rural,NotUCEF
E00133330,Rural,NotUCEF
E00133331,Rural,NotUCEF
E00133332,Rural,NotUCEF
E00133333,Rural,NotUCEF
E00133334,Rural,NotUCEF
E00133335,Rural,NotUCEF
E00133336,Rural,NotUCEF
E00133337,Rural,NotUCEF
E00133338,Rural,NotUCEF
E00133339,Rural,NotUCEF
E00133340,Rural,NotUCEF
E00133341,Rural,NotUCEF
E00133342,Rural,NotUCEF
E00133343,Rural,NotUCEF
E00133344,Rural,NotUCEF
E00133345,Rural,NotUCEF
E00133346,Rural,NotUCEF
E00133347,Rural,NotUCEF
E00133348,Rural,NotUCEF
E00133349,Rural,NotUCEF
E00133350,Rural,NotUCEF
E00133351,Rural,NotUCEF
E00133352,Rural,NotUCEF
E00133353,Rural,NotUCEF
E00133354,Rural,NotUCEF
E00133355,Rural,NotUCEF
E00133356,Rural,NotUCEF
E00133357,Rural,NotUCEF
E00133358,Rural,NotUCEF
E00133359,Both,BOTH
E00133360,Both,BOTH
E00133361,Rural,NotUCEF
E00133362,Both,BOTH
E00133363,Both,BOTH
E00133364,Both,BOTH
E00133365,Both,BOTH
E00133366,Rural,NotUCEF
E00133367,Both,BOTH
E00133368,Rural,NotUCEF
E00133369,Both,BOTH
E00133370,Both,BOTH
E00133371,Both,BOTH
E00133372,Both,BOTH
E00133373,Both,BOTH
E00133374,Rural,NotUCEF
E00133375,Both,BOTH
E00133376,Both,BOTH
E00133377,Both,BOTH
E00133378,Both,BOTH
E00133379,Both,BOTH
E00133380,Both,BOTH
E00133381,Both,BOTH
E00133382,Both,BOTH
E00133383,Both,BOTH
E00133384,Both,BOTH
E00133385,Both,BOTH
E00133386,Both,BOTH
E00133388,Both,BOTH
E00133389,Both,BOTH
E00133390,Both,BOTH
E00133391,Both,BOTH
E00133392,Both,BOTH
E00133393,Both,BOTH
E00133394,Both,BOTH
E00133395,Both,BOTH
E00133396,Both,BOTH
E00133397,Both,BOTH
E00133398,Both,BOTH
E00133399,Both,BOTH
E00133400,Both,BOTH
E00133401,Both,BOTH
E00133402,Both,BOTH
E00133403,Both,BOTH
E00133404,Both,BOTH
E00133405,Both,BOTH
E00133406,Both,BOTH
E00133407,Both,BOTH
E00133409,Both,BOTH
E00133410,Both,BOTH
E00133411,Both,BOTH
E00133412,Both,BOTH
E00133413,Both,BOTH
E00133414,Rural,NotUCEF
E00133415,Both,BOTH
E00133416,Both,BOTH
E00133417,Both,BOTH
E00133418,Both,BOTH
E00133419,Both,BOTH
E00133420,Both,BOTH
E00133421,Both,BOTH
E00133422,Both,BOTH
E00133423,Rural,NotUCEF
E00133424,Both,BOTH
E00133425,Both,BOTH
E00133426,Both,BOTH
E00133427,Both,BOTH
E00133428,Both,BOTH
E00133429,Both,BOTH
E00133430,Both,BOTH
E00133431,Both,BOTH
E00133432,Both,BOTH
E00133433,Both,BOTH
E00133434,Both,BOTH
E00133435,Both,BOTH
E00133436,Both,BOTH
E00133437,Both,BOTH
E00133438,Both,BOTH
E00133439,Rural,NotUCEF
E00133440,Both,BOTH
E00133441,Both,BOTH
E00133442,Both,BOTH
E00133443,Both,BOTH
E00133444,Both,BOTH
E00133446,Both,BOTH
E00133447,Both,BOTH
E00133448,Both,BOTH
E00133449,Both,BOTH
E00133450,Both,BOTH
E00133451,Both,BOTH
E00133452,Both,BOTH
E00133453,Both,BOTH
E00133454,Both,BOTH
E00133455,Both,BOTH
E00133456,Both,BOTH
E00133457,Rural,NotUCEF
E00133458,Rural,NotUCEF
E00133459,Rural,NotUCEF
E00133460,Rural,NotUCEF
E00133461,Rural,NotUCEF
E00133462,Rural,NotUCEF
E00133463,Rural,NotUCEF
E00133464,Rural,NotUCEF
E00133465,Rural,NotUCEF
E00133466,Rural,NotUCEF
E00133467,Rural,NotUCEF
E00133469,Rural,NotUCEF
E00133470,Rural,NotUCEF
E00133471,Rural,NotUCEF
E00133472,Rural,NotUCEF
E00133473,Rural,NotUCEF
E00133474,Rural,NotUCEF
E00133475,Rural,NotUCEF
E00133476,Rural,NotUCEF
E00133477,Rural,NotUCEF
E00133478,Rural,NotUCEF
E00133479,Rural,NotUCEF
E00133480,Rural,NotUCEF
E00133481,Rural,NotUCEF
E00133482,Rural,NotUCEF
E00133483,Rural,NotUCEF
E00133484,Rural,NotUCEF
E00133485,Rural,NotUCEF
E00133486,Rural,NotUCEF
E00133487,Rural,NotUCEF
E00133488,Rural,NotUCEF
E00133489,Rural,NotUCEF
E00133490,Rural,NotUCEF
E00133491,Rural,NotUCEF
E00133492,Rural,NotUCEF
E00133493,Rural,NotUCEF
E00133494,Rural,NotUCEF
E00133495,Rural,NotUCEF
E00133496,Rural,NotUCEF
E00133497,Rural,NotUCEF
E00133498,Rural,NotUCEF
E00133499,Rural,NotUCEF
E00133500,Rural,NotUCEF
E00133501,Rural,NotUCEF
E00133502,Rural,NotUCEF
E00133503,Rural,NotUCEF
E00133504,Rural,NotUCEF
E00133505,Rural,NotUCEF
E00133506,Rural,NotUCEF
E00133507,Rural,NotUCEF
E00133508,Rural,NotUCEF
E00133509,Rural,NotUCEF
E00133510,Rural,NotUCEF
E00133511,Rural,NotUCEF
E00133512,Rural,NotUCEF
E00133513,Rural,NotUCEF
E00133514,Both,BOTH
E00133515,Both,BOTH
E00133516,Both,BOTH
E00133517,Both,BOTH
E00133518,Both,BOTH
E00133520,Both,BOTH
E00133521,Both,BOTH
E00133522,Both,BOTH
E00133523,Both,BOTH
E00133524,Both,BOTH
E00133525,Both,BOTH
E00133526,Both,BOTH
E00133527,Both,BOTH
E00133528,Both,BOTH
E00133529,Both,BOTH
E00133530,Rural,NotUCEF
E00133531,Rural,NotUCEF
E00133532,Rural,NotUCEF
E00133533,Rural,NotUCEF
E00133534,Rural,NotUCEF
E00133535,Rural,NotUCEF
E00133536,Rural,NotUCEF
E00133537,Rural,NotUCEF
E00133538,Rural,NotUCEF
E00133539,Rural,NotUCEF
E00133540,Rural,NotUCEF
E00133541,Rural,NotUCEF
E00133542,Rural,NotUCEF
E00133543,Rural,NotUCEF
E00133544,Both,BOTH
E00133547,Both,BOTH
E00133548,Both,BOTH
E00133549,Both,BOTH
E00133550,Both,BOTH
E00133551,Both,BOTH
E00133552,Both,BOTH
E00133553,Both,BOTH
E00133554,Both,BOTH
E00133555,Rural,NotUCEF
E00133556,Both,BOTH
E00133557,Both,BOTH
E00133558,Both,BOTH
E00133559,Both,BOTH
E00133560,Both,BOTH
E00133561,Both,BOTH
E00133562,Both,BOTH
E00133563,Both,BOTH
E00133564,Rural,NotUCEF
E00133565,Both,BOTH
E00133566,Both,BOTH
E00133567,Both,BOTH
E00133568,Both,BOTH
E00133569,Both,BOTH
E00133570,Both,BOTH
E00133571,Both,BOTH
E00133572,Both,BOTH
E00133573,Both,BOTH
E00133574,Both,BOTH
E00133575,Both,BOTH
E00133576,Both,BOTH
E00133578,Both,BOTH
E00133579,Both,BOTH
E00133580,Both,BOTH
E00133581,Both,BOTH
E00133582,Both,BOTH
E00133583,Both,BOTH
E00133584,Both,BOTH
E00133585,Both,BOTH
E00133586,Both,BOTH
E00133587,Both,BOTH
E00133588,Both,BOTH
E00133589,Both,BOTH
E00133590,Both,BOTH
E00133591,Both,BOTH
E00133592,Both,BOTH
E00133593,Both,BOTH
E00133594,Both,BOTH
E00133595,Both,BOTH
E00133596,Both,BOTH
E00133597,Both,BOTH
E00133598,Both,BOTH
E00133599,Both,BOTH
E00133600,Both,BOTH
E00133601,Both,BOTH
E00133602,Both,BOTH
E00133603,Both,BOTH
E00133604,Both,BOTH
E00133605,Both,BOTH
E00133606,Both,BOTH
E00133607,Both,BOTH
E00133608,Both,BOTH
E00133609,Both,BOTH
E00133610,Both,BOTH
E00133611,Both,BOTH
E00133612,Both,BOTH
E00133613,Both,BOTH
E00133614,Both,BOTH
E00133615,Both,BOTH
E00133616,Both,BOTH
E00133617,Both,BOTH
E00133618,Both,BOTH
E00133619,Both,BOTH
E00133620,Both,BOTH
E00133621,Both,BOTH
E00133622,Both,BOTH
E00133623,Both,BOTH
E00133624,Both,BOTH
E00133625,Both,BOTH
E00133626,Both,BOTH
E00133627,Both,BOTH
E00133628,Both,BOTH
E00133629,Both,BOTH
E00133630,Both,BOTH
E00133631,Both,BOTH
E00133632,Both,BOTH
E00133633,Both,BOTH
E00133634,Both,BOTH
E00133635,Both,BOTH
E00133636,Both,BOTH
E00133637,Both,BOTH
E00133638,Both,BOTH
E00133639,Both,BOTH
E00133640,Both,BOTH
E00133641,Rural,NotUCEF
E00133642,Rural,NotUCEF
E00133643,Rural,NotUCEF
E00133644,Rural,NotUCEF
E00133645,Rural,NotUCEF
E00133646,Rural,NotUCEF
E00133647,Rural,NotUCEF
E00133648,Both,BOTH
E00133649,Both,BOTH
E00133650,Rural,NotUCEF
E00133651,Rural,NotUCEF
E00133652,Rural,NotUCEF
E00133653,Rural,NotUCEF
E00133654,Rural,NotUCEF
E00133655,Rural,NotUCEF
E00133656,Rural,NotUCEF
E00133657,Rural,NotUCEF
E00133661,Rural,NotUCEF
E00133662,Rural,NotUCEF
E00133663,Rural,NotUCEF
E00133664,Rural,NotUCEF
E00133665,Rural,NotUCEF
E00133666,Rural,NotUCEF
E00133667,Both,BOTH
E00133668,Both,BOTH
E00133669,Both,BOTH
E00133670,Both,BOTH
E00133671,Rural,NotUCEF
E00133672,Both,BOTH
E00133673,Both,BOTH
E00133675,Both,BOTH
E00133676,Both,BOTH
E00133678,Both,BOTH
E00133679,Both,BOTH
E00133680,Both,BOTH
E00133681,Both,BOTH
E00133682,Both,BOTH
E00133683,Both,BOTH
E00133684,Both,BOTH
E00133686,Both,BOTH
E00133687,Both,BOTH
E00133688,Both,BOTH
E00133689,Both,BOTH
E00133690,Both,BOTH
E00133691,Both,BOTH
E00133692,Both,BOTH
E00133693,Both,BOTH
E00133694,Both,BOTH
E00133695,Both,BOTH
E00133696,Both,BOTH
E00133697,Both,BOTH
E00133698,Both,BOTH
E00133699,Both,BOTH
E00133700,Both,BOTH
E00133701,Both,BOTH
E00133702,Both,BOTH
E00133703,Both,BOTH
E00133704,Both,BOTH
E00133705,Both,BOTH
E00133706,Both,BOTH
E00133707,Both,BOTH
E00133708,Both,BOTH
E00133709,Both,BOTH
E00133710,Both,BOTH
E00133711,Both,BOTH
E00133712,Both,BOTH
E00133713,Both,BOTH
E00133714,Both,BOTH
E00133715,Both,BOTH
E00133716,Both,BOTH
E00133717,Both,BOTH
E00133718,Both,BOTH
E00133719,Both,BOTH
E00133720,Both,BOTH
E00133721,Both,BOTH
E00133722,Both,BOTH
E00133723,Both,BOTH
E00133724,Both,BOTH
E00133725,Both,BOTH
E00133726,Both,BOTH
E00133727,Rural,NotUCEF
E00133728,Rural,NotUCEF
E00133729,Rural,NotUCEF
E00133730,Rural,NotUCEF
E00133731,Rural,NotUCEF
E00133732,Rural,NotUCEF
E00133733,Rural,NotUCEF
E00133734,Rural,NotUCEF
E00133735,Rural,NotUCEF
E00133736,Rural,NotUCEF
E00133737,Rural,NotUCEF
E00133738,Rural,NotUCEF
E00133739,Rural,NotUCEF
E00133740,Rural,NotUCEF
E00133741,Rural,NotUCEF
E00133742,Rural,NotUCEF
E00133743,Rural,NotUCEF
E00133744,Rural,NotUCEF
E00133745,Rural,NotUCEF
E00133747,Rural,NotUCEF
E00133748,Rural,NotUCEF
E00133750,Rural,NotUCEF
E00133751,Rural,NotUCEF
E00133752,Rural,NotUCEF
E00133753,Rural,NotUCEF
E00133754,Rural,NotUCEF
E00133755,Rural,NotUCEF
E00133756,Rural,NotUCEF
E00133757,Rural,NotUCEF
E00133758,Rural,NotUCEF
E00133759,Rural,NotUCEF
E00133760,Rural,NotUCEF
E00133761,Rural,NotUCEF
E00133762,Rural,NotUCEF
E00133763,Rural,NotUCEF
E00133764,Rural,NotUCEF
E00133765,Rural,NotUCEF
E00133766,Both,BOTH
E00133767,Both,BOTH
E00133768,Both,BOTH
E00133769,Both,BOTH
E00133770,Both,BOTH
E00133771,Both,BOTH
E00133772,Both,BOTH
E00133773,Both,BOTH
E00133774,Both,BOTH
E00133775,Both,BOTH
E00133776,Both,BOTH
E00133777,Both,BOTH
E00133778,Both,BOTH
E00133779,Both,BOTH
E00133780,Both,BOTH
E00133781,Both,BOTH
E00133782,Both,BOTH
E00133783,Both,BOTH
E00133784,Both,BOTH
E00133785,Rural,NotUCEF
E00133786,Rural,NotUCEF
E00133787,Rural,NotUCEF
E00133788,Rural,NotUCEF
E00133789,Rural,NotUCEF
E00133790,Rural,NotUCEF
E00133791,Rural,NotUCEF
E00133792,Rural,NotUCEF
E00133793,Rural,NotUCEF
E00133794,Both,BOTH
E00133795,Both,BOTH
E00133796,Both,BOTH
E00133797,Both,BOTH
E00133798,Both,BOTH
E00133799,Both,BOTH
E00133800,Both,BOTH
E00133801,Rural,NotUCEF
E00133802,Rural,NotUCEF
E00133803,Rural,NotUCEF
E00133804,Rural,NotUCEF
E00133805,Rural,NotUCEF
E00133806,Rural,NotUCEF
E00133807,Rural,NotUCEF
E00133808,Rural,NotUCEF
E00133809,Rural,NotUCEF
E00133810,Both,BOTH
E00133811,Both,BOTH
E00133812,Both,BOTH
E00133813,Both,BOTH
E00133814,Both,BOTH
E00133815,Both,BOTH
E00133816,Both,BOTH
E00133817,Both,BOTH
E00133818,Both,BOTH
E00133819,Both,BOTH
E00133820,Both,BOTH
E00133821,Both,BOTH
E00133822,Both,BOTH
E00133823,Both,BOTH
E00133824,Both,BOTH
E00133825,Both,BOTH
E00133826,Both,BOTH
E00133827,Both,BOTH
E00133828,Both,BOTH
E00133829,Both,BOTH
E00133830,Both,BOTH
E00133831,Both,BOTH
E00133832,Both,BOTH
E00133833,Both,BOTH
E00133834,Both,BOTH
E00133835,Both,BOTH
E00133836,Both,BOTH
E00133837,Both,BOTH
E00133838,Both,BOTH
E00133839,Both,BOTH
E00133840,Both,BOTH
E00133841,Both,BOTH
E00133842,Both,BOTH
E00133843,Both,BOTH
E00133844,Both,BOTH
E00133845,Both,BOTH
E00133846,Both,BOTH
E00133847,Both,BOTH
E00133848,Both,BOTH
E00133849,Both,BOTH
E00133850,Both,BOTH
E00133851,Both,BOTH
E00133852,Both,BOTH
E00133853,Both,BOTH
E00133854,Both,BOTH
E00133855,Both,BOTH
E00133856,Both,BOTH
E00133857,Both,BOTH
E00133858,Both,BOTH
E00133859,Both,BOTH
E00133860,Both,BOTH
E00133861,Both,BOTH
E00133862,Both,BOTH
E00133863,Both,BOTH
E00133864,Both,BOTH
E00133865,Both,BOTH
E00133866,Both,BOTH
E00133867,Both,BOTH
E00133868,Both,BOTH
E00133869,Both,BOTH
E00133870,Both,BOTH
E00133871,Both,BOTH
E00133872,Both,BOTH
E00133873,Rural,NotUCEF
E00133874,Rural,NotUCEF
E00133875,Rural,NotUCEF
E00133876,Rural,NotUCEF
E00133877,Rural,NotUCEF
E00133878,Rural,NotUCEF
E00133879,Rural,NotUCEF
E00133880,Both,BOTH
E00133881,Both,BOTH
E00133882,Both,BOTH
E00133883,Both,BOTH
E00133884,Both,BOTH
E00133885,Both,BOTH
E00133886,Both,BOTH
E00133887,Both,BOTH
E00133888,Both,BOTH
E00133889,Both,BOTH
E00133890,Both,BOTH
E00133891,Both,BOTH
E00133892,Both,BOTH
E00133893,Both,BOTH
E00133894,Both,BOTH
E00133895,Both,BOTH
E00133896,Both,BOTH
E00133897,Both,BOTH
E00133898,Both,BOTH
E00133899,Both,BOTH
E00133900,Rural,NotUCEF
E00133901,Rural,NotUCEF
E00133902,Rural,NotUCEF
E00133903,Rural,NotUCEF
E00133904,Rural,NotUCEF
E00133905,Rural,NotUCEF
E00133906,Rural,NotUCEF
E00133907,Rural,NotUCEF
E00133908,Rural,NotUCEF
E00133909,Rural,NotUCEF
E00133910,Rural,NotUCEF
E00133911,Rural,NotUCEF
E00133912,Rural,NotUCEF
E00133913,Rural,NotUCEF
E00133914,Rural,NotUCEF
E00133915,Rural,NotUCEF
E00133916,Rural,NotUCEF
E00133917,Rural,NotUCEF
E00133918,Rural,NotUCEF
E00133919,Rural,NotUCEF
E00133920,Rural,NotUCEF
E00133921,Rural,NotUCEF
E00133922,Rural,NotUCEF
E00133923,Rural,NotUCEF
E00133924,Rural,NotUCEF
E00133925,Rural,NotUCEF
E00133926,Rural,NotUCEF
E00133927,Rural,NotUCEF
E00133928,Rural,NotUCEF
E00133929,Rural,NotUCEF
E00133930,Rural,NotUCEF
E00133931,Rural,NotUCEF
E00133932,Rural,NotUCEF
E00133933,Rural,NotUCEF
E00133934,Rural,NotUCEF
E00133935,Rural,NotUCEF
E00133936,Rural,NotUCEF
E00133937,Rural,NotUCEF
E00133938,Rural,NotUCEF
E00133939,Rural,NotUCEF
E00133940,Rural,NotUCEF
E00133941,Rural,NotUCEF
E00133942,Rural,NotUCEF
E00133943,Rural,NotUCEF
E00133944,Rural,NotUCEF
E00133945,Rural,NotUCEF
E00133946,Rural,NotUCEF
E00133947,Rural,NotUCEF
E00133948,Rural,NotUCEF
E00133949,Rural,NotUCEF
E00133950,Rural,NotUCEF
E00133951,Rural,NotUCEF
E00133952,Rural,NotUCEF
E00133953,Rural,NotUCEF
E00133954,Rural,NotUCEF
E00133955,Rural,NotUCEF
E00133956,Rural,NotUCEF
E00133957,Rural,NotUCEF
E00133958,Rural,NotUCEF
E00133959,Rural,NotUCEF
E00133960,Rural,NotUCEF
E00133962,Rural,NotUCEF
E00133963,Rural,NotUCEF
E00133964,Rural,NotUCEF
E00133965,Rural,NotUCEF
E00133966,Rural,NotUCEF
E00133967,Rural,NotUCEF
E00133968,Rural,NotUCEF
E00133969,Rural,NotUCEF
E00133970,Rural,NotUCEF
E00133971,Rural,NotUCEF
E00133972,Rural,NotUCEF
E00133973,Rural,NotUCEF
E00133974,Rural,NotUCEF
E00133975,Rural,NotUCEF
E00133976,Rural,NotUCEF
E00133977,Rural,NotUCEF
E00133978,Rural,NotUCEF
E00133981,Rural,NotUCEF
E00133982,Rural,NotUCEF
E00133983,Rural,NotUCEF
E00133984,Rural,NotUCEF
E00133985,Both,BOTH
E00133986,Both,BOTH
E00133988,Both,BOTH
E00133989,Both,BOTH
E00133990,Both,BOTH
E00133991,Both,BOTH
E00133992,Both,BOTH
E00133993,Both,BOTH
E00133994,Both,BOTH
E00133995,Both,BOTH
E00133996,Both,BOTH
E00133997,Both,BOTH
E00133998,Both,BOTH
E00133999,Both,BOTH
E00134000,Both,BOTH
E00134001,Both,BOTH
E00134002,Both,BOTH
E00134003,Both,BOTH
E00134004,Both,BOTH
E00134005,Both,BOTH
E00134006,Both,BOTH
E00134007,Both,BOTH
E00134008,Both,BOTH
E00134009,Both,BOTH
E00134010,Both,BOTH
E00134011,Both,BOTH
E00134012,Both,BOTH
E00134014,Both,BOTH
E00134015,Both,BOTH
E00134016,Both,BOTH
E00134017,Both,BOTH
E00134018,Both,BOTH
E00134019,Both,BOTH
E00134020,Both,BOTH
E00134021,Both,BOTH
E00134022,Both,BOTH
E00134023,Both,BOTH
E00134024,Both,BOTH
E00134025,Both,BOTH
E00134026,Both,BOTH
E00134027,Both,BOTH
E00134028,Both,BOTH
E00134029,Both,BOTH
E00134030,Both,BOTH
E00134031,Both,BOTH
E00134032,Both,BOTH
E00134033,Both,BOTH
E00134034,Both,BOTH
E00134035,Both,BOTH
E00134036,Both,BOTH
E00134037,Both,BOTH
E00134038,Both,BOTH
E00134039,Both,BOTH
E00134040,Both,BOTH
E00134041,Both,BOTH
E00134042,Rural,NotUCEF
E00134043,Rural,NotUCEF
E00134044,Rural,NotUCEF
E00134045,Rural,NotUCEF
E00134046,Rural,NotUCEF
E00134047,Rural,NotUCEF
E00134048,Rural,NotUCEF
E00134049,Rural,NotUCEF
E00134050,Rural,NotUCEF
E00134051,Rural,NotUCEF
E00134052,Rural,NotUCEF
E00134053,Rural,NotUCEF
E00134054,Rural,NotUCEF
E00134055,Rural,NotUCEF
E00134056,Rural,NotUCEF
E00134057,Rural,NotUCEF
E00134058,Rural,NotUCEF
E00134059,Rural,NotUCEF
E00134060,Rural,NotUCEF
E00134061,Rural,NotUCEF
E00134062,Rural,NotUCEF
E00134063,Both,BOTH
E00134064,Both,BOTH
E00134065,Both,BOTH
E00134066,Both,BOTH
E00134067,Rural,NotUCEF
E00134068,Rural,NotUCEF
E00134069,Rural,NotUCEF
E00134070,Rural,NotUCEF
E00134071,Rural,NotUCEF
E00134072,Rural,NotUCEF
E00134073,Rural,NotUCEF
E00134074,Rural,NotUCEF
E00134075,Rural,NotUCEF
E00134076,Rural,NotUCEF
E00134077,Rural,NotUCEF
E00134078,Rural,NotUCEF
E00134079,Rural,NotUCEF
E00134080,Rural,NotUCEF
E00134081,Rural,NotUCEF
E00134082,Rural,NotUCEF
E00134083,Rural,NotUCEF
E00134084,Rural,NotUCEF
E00134085,Rural,NotUCEF
E00134086,Rural,NotUCEF
E00134088,Rural,NotUCEF
E00134089,Rural,NotUCEF
E00134090,Rural,NotUCEF
E00134091,Rural,NotUCEF
E00134092,Rural,NotUCEF
E00134093,Rural,NotUCEF
E00134095,Rural,NotUCEF
E00134096,Rural,NotUCEF
E00134097,Rural,NotUCEF
E00134098,Rural,NotUCEF
E00134099,Rural,NotUCEF
E00134100,Rural,NotUCEF
E00134101,Rural,NotUCEF
E00134102,Rural,NotUCEF
E00134103,Rural,NotUCEF
E00134104,Rural,NotUCEF
E00134105,Rural,NotUCEF
E00134106,Rural,NotUCEF
E00134107,Rural,NotUCEF
E00134108,Both,BOTH
E00134110,Rural,NotUCEF
E00134111,Rural,NotUCEF
E00134112,Rural,NotUCEF
E00134113,Rural,NotUCEF
E00134114,Rural,NotUCEF
E00134115,Rural,NotUCEF
E00134116,Rural,NotUCEF
E00134117,Rural,NotUCEF
E00134118,Rural,NotUCEF
E00134119,Rural,NotUCEF
E00134120,Rural,NotUCEF
E00134121,Rural,NotUCEF
E00134122,Rural,NotUCEF
E00134123,Rural,NotUCEF
E00134124,Rural,NotUCEF
E00134125,Rural,NotUCEF
E00134126,Rural,NotUCEF
E00134127,Rural,NotUCEF
E00134128,Rural,NotUCEF
E00134129,Rural,NotUCEF
E00134130,Rural,NotUCEF
E00134131,Rural,NotUCEF
E00134132,Rural,NotUCEF
E00134133,Rural,NotUCEF
E00134134,Rural,NotUCEF
E00134135,Rural,NotUCEF
E00134136,Rural,NotUCEF
E00134137,Rural,NotUCEF
E00134138,Rural,NotUCEF
E00134139,Rural,NotUCEF
E00134140,Rural,NotUCEF
E00134141,Rural,NotUCEF
E00134142,Rural,NotUCEF
E00134143,Rural,NotUCEF
E00134144,Rural,NotUCEF
E00134145,Rural,NotUCEF
E00134146,Rural,NotUCEF
E00134147,Rural,NotUCEF
E00134148,Rural,NotUCEF
E00134149,Rural,NotUCEF
E00134150,Rural,NotUCEF
E00134151,Rural,NotUCEF
E00134152,Rural,NotUCEF
E00134153,Rural,NotUCEF
E00134154,Rural,NotUCEF
E00134155,Rural,NotUCEF
E00134156,Rural,NotUCEF
E00134157,Rural,NotUCEF
E00134158,Rural,NotUCEF
E00134159,Rural,NotUCEF
E00134160,Rural,NotUCEF
E00134161,Rural,NotUCEF
E00134162,Rural,NotUCEF
E00134163,Rural,NotUCEF
E00134164,Rural,NotUCEF
E00134165,Rural,NotUCEF
E00134166,Rural,NotUCEF
E00134167,Rural,NotUCEF
E00134168,Rural,NotUCEF
E00134169,Rural,NotUCEF
E00134170,Rural,NotUCEF
E00134171,Both,BOTH
E00134172,Both,BOTH
E00134173,Both,BOTH
E00134174,Both,BOTH
E00134175,Rural,NotUCEF
E00134176,Rural,NotUCEF
E00134177,Rural,NotUCEF
E00134178,Rural,NotUCEF
E00134179,Rural,NotUCEF
E00134180,Rural,NotUCEF
E00134181,Rural,NotUCEF
E00134182,Rural,NotUCEF
E00134183,Rural,NotUCEF
E00134184,Rural,NotUCEF
E00134185,Rural,NotUCEF
E00134186,Rural,NotUCEF
E00134187,Rural,NotUCEF
E00134188,Rural,NotUCEF
E00134189,Rural,NotUCEF
E00134190,Rural,NotUCEF
E00134191,Rural,NotUCEF
E00134192,Rural,NotUCEF
